1811 39 125 10 0 696 22 2 964 661 1589 49 3916 1768 800 9 106 3 897 1 22 68 1210 619 6 16 1262 1769 59 2 137 4 103 3 249 2050 89 4 3916 1768 768 5 8 0 90 97 171 2 90 179 5 3 98 118 126 0 540 185 8 1220 86 0 1334 185 15 2 76 188 911 3 196 3489 661 675 547 101 588 29 3 580 662 0 459 1 101 588 29 4579 788 374 1517 1840 1384 1 4889 1 9 0 170 361 93 26 339 13 602 1 2 100 0 357 1768 1 0 3029 95 1768 17 31 2363 27 26 0 357 1768 7 160 0 119 6 0 133 15 2 167 105 194 6 83 143 144 153 3 79 1052 178 3490 4 112 3 644 219 279 1 162 2 3240 356 11 22 3 4580 6 854 485 59 7798 25 12 1130 10 37 12 70 21 479 824 485 254 566 47 14 0 2213 38 12 81 356 12 103 121 12 25 2 311 0 681 155 1 46 21 161 9 54 184 555 	5
1970 3 878 11 2 3240 4 16 2259 1 2 22 4 134 2 74 93 520 32 3 221 53 4581 514 2 22 507 66 86 13 845 6 1 2664 5694 2 103 0 7799 1 22 507 66 86 44 2461 34 2260 10 4 0 35 700 1113 6 80 6 348 2 137 4 22 0 90 375 0 102 189 2 808 8 11 33 8 71 6887 5 395 21 1037 36 33 22 65 6219 6 2520 332 0 1564 11 219 0 233 4 3241 32 597 32 17 1841 0 234 41 10 837 16 8 48 44 197 944 29 1221 163 662 118 33 8 0 338 219 6 0 28 0 764 2 303 4 1273 84 24 3 707 6 219 4 5 8975 31 1036 6223 31 1073 0 435 234 7 575 14 4582 40 2752 482 16 764 7 3757 1333 8 1842 45 2 104 375 391 13 492 949 50 19 5 929 1 164 1131 1430 59 25 20 676 43 4123 7 2364 14 163 2 67 114 10 3 2665 764 152 91 7 3365 5 18 242 901 9 0 182 166 39 11 7 1238 10 0 11 6224 7 4124 33 31 71 6 81 2520 0 113 7 1284 108 1 457 2 24 3 241 6888 11 2 7 1480 10 1 17 4583 332 0 681 189 151 2 7 33 9 44 6 13 2938 0 4584 684 4 629 38 6 83 10 13 6225 50 9 39 14 3120 8975 27 11 2 515 21 22 4 34 3242 10 0 1295 2 274 11 7 3 354 53 2181 479 1 10 0 781 11 2 171 22 4 51 14 61 2753 1 110 23 468 4 2939 19 7800 406 2 7 10 61 234 29 0 53 6 13 1460 1 621 391 86 149 220 9 194 0 3243 1 0 878 2 7 10 61 40 604 215 195 1 11 13 246 8 3621 58 5252 2 281 830 4 3 221 3622 14 6889 1 72 2666 411 0 140 1500 1565 49 13 236 2665 10 105 4 3244 194 13 2938 1 2 25 1686 80 	5
581 26 745 1566 2 74 23 4585 2 74 1566 0 745 8 42 26 284 52 3 97 78 1645 6 0 30 19 0 99 2 1239 107 6 2940 18 1 3121 2590 15 43 0 8976 25 23 7801 6 272 177 10 432 0 30 534 26 116 2 977 0 745 8 55 26 	4
2 103 11 4890 3917 521 3 177 4586 29 173 15 2 233 4 3623 125 77 17 31 4 39 0 81 153 2 111 10 33 4 498 57 2004 1 262 168 2 480 1 111 4 450 9 168 2 1044 116 23 146 168 117 0 6 1646 1 312 44 1718 33 52 2 94 202 1 254 300 31 23 10 0 63 6 13 4587 2 111 63 158 33 17 305 39 4 41 51 1 47 133 66 1610 6 0 920 2 7 1252 2 55 453 17 31 27 77 10 676 11 713 12 4890 3917 	4
2 22 879 114 507 16 28 313 1 2 362 133 2419 296 	1
60 1043 179 16 28 199 210 32 2 22 65 3 483 43 9 56 3 416 424 212 35 648 1 35 339 901 2 24 13 102 177 155 43 0 81 608 2134 39 1 38 0 81 101 49 13 229 31 93 659 92 3 608 786 774 1114 552 283 5 7 0 863 193 3 79 75 45 89 41 314 75 96 299 9 3 1429 109 15 2 107 1253 6 11 6226 0 753 2261 89 424 1 1020 139 19 136 20 25 38 687 1 20 38 5695 12 80 3624 14 0 1408 72 147 1443 4 139 4 16 28 257 2 117 0 6890 6 2005 101 49 229 2 103 56 16 290 109 68 4 34 27 5253 1686 73 3 122 75 4125 9 3 608 786 753 	2
20 31 775 52 20 262 11 20 104 551 5696 1 4126 4 54 1240 537 0 30 8 26 23 35 15 5 7 3 35 993 19 2135 1008 1258 52 0 30 7 1481 5 448 36 0 235 7 3 176 322 33 214 21 61 2365 2941 4 0 1365 704 6227 27 2 181 4 0 1240 376 16 438 322 88 442 71 5697 27 2 5695 32 1092 80 1971 40 11 33 8 3 199 1240 772 27 16 376 130 3 93 204 631 9 1179 158 0 431 2 22 71 589 14 1240 3030 82 33 25 57 2313 40 33 2 41 794 314 458 3030 7802 1590 13 622 14 71 5697 16 72 267 34 0 197 53 20 105 	2
111 4 7803 1482 1843 197 120 14 13 460 9 178 20 24 41 1296 49 54 4588 153 377 555 2 100 3 382 330 14 4330 382 2521 1 2852 4331 782 13 460 100 6891 325 10 3 4332 1444 0 6891 325 10 4332 1444 116 23 496 4 2853 39 4 39 5 396 36 686 14 278 1 264 1316 738 0 330 7 251 93 26 13 460 1 2 386 5 96 119 0 68 189 20 107 17 104 22 399 119 8 0 1869 13 460 1 2 31 23 754 2754 14 0 398 6 30 13 460 8 1121 283 32 361 6 0 5698 9 0 97 17 226 337 398 1317 604 0 419 1105 0 30 8 93 26 	3
35 2136 29 16 720 145 1591 801 7 218 2462 138 7 1770 1 58 7 1631 2 150 34 63 3491 6892 	5
16 8 3 286 285 720 55 2 24 755 2755 59 391 86 285 746 36 170 6893 4127 260 497 66 693 285 102 6 38 59 18 14 0 1318 19 168 3031 6 5699 37 5 78 6228 45 896 45 37 5 18 429 1 3122 61 3032 419 36 5 18 267 23 417 285 13 24 3 1285 1297 1 1002 237 4 5 1 9 1222 1461 280 46 21 17 444 5 0 3245 285 7 23 42 213 0 6894 795 524 7 816 1 301 1431 23 4 977 0 455 1318 4333 795 138 11 2667 5 8977 16 28 8978 199 210 19 452 12 123 2006 126 12 101 400 23 47 54 11 96 3624 0 5700 9 3 149 5 4328 10 62 1668 	2
218 218 218 168 7 350 0 5254 206 99 0 129 7 40 6 16 696 1 0 753 7 42 2262 3 2 60 160 240 16 28 4 315 8979 21 161 4 494 	5
2 956 498 282 1 81 6229 769 49 5691 17 22 3 241 252 4 568 49 741 2089 1 1241 70 21 499 140 355 30 15 19 255 221 566 29 3 5701 1319 1647 282 2522 0 2756 117 18 23 4 977 12 104 156 149 1647 282 756 1 34 56 191 3 8 2 67 65 6895 106 379 81 300 29 0 208 2 167 36 4 51 2314 1 17 22 921 6 79 211 11 104 112 211 3 79 66 6230 9 388 5701 7804 45 6229 	4
218 28 113 8 42 7805 	4
406 24 3 796 4 613 3 552 43 41 708 4 1066 10 3758 1 22 65 435 9 774 1114 42 532 307 1 0 922 25 35 5 366 23 965 191 12 409 0 1742 22 35 30 2 72 34 407 43 3 186 	5
2 46 21 134 227 354 211 56 16 4334 0 582 8 350 0 81 633 25 162 4128 1 1385 23 4 977 11 315 33 78 3366 1 17 960 48 593 32 593 2214 4 34 1686 51 4 16 4334 12 150 783 59 2 632 	5
2 486 76 16 28 2 67 24 13 735 43 583 10 0 197 140 248 1 17 22 65 468 4 2942 288 1812 50 4 6896 48 327 8 261 559 1 35 10 0 1549 1 774 53 13 201 129 8 0 4129 559 228 3123 14 26 30 44 6 13 201 356 10 190 225 0 411 4 628 	5
78 169 285 2 60 134 11 17 22 0 90 285 10 614 12 22 4 98 5 4 154 125 169 5 8 0 58 8 35 1 2 219 36 2 41 2523 187 3625 0 352 285 155 8 42 677 1 277 28 4 885 40 14 246 45 146 3 591 8 68 44 189 2 70 21 36 607 5 47 18 4 336 27 112 157 4 47 33 560 166 487 1196 74 37 12 137 4 34 587 126 296 	5
6219 504 52 16 2757 7 50 1 407 1 2 964 10 540 2 60 51 4 16 431 886 32 20 462 5 118 133 45 324 173 151 5 7 124 19 441 2 111 14 3 249 0 2757 78 2182 73 2419 136 5 18 93 204 2 107 17 2366 5255 2854 11 78 4 1611 0 30 2854 2 24 13 1115 230 665 5 7 261 26 1 635 736 2 396 9 163 4 498 15 312 14 264 0 211 2 386 170 31 241 202 300 1 204 2007 200 2 490 3 132 8980 6 2853 15 23 838 13 1894 388 5 410 4 34 11 16 2757 60 22 2463 4130 1 6897 3 1211 2943 104 2420 11 18 147 13 1894 16 416 715 15 358 542 211 104 23 34 726 43 16 416 27 2 74 421 14 0 2757 1810 307 1238 7 245 37 12 104 23 165 253 431 307 33 214 21 227 346 287 2854 10 13 994 15 33 7 584 6 30 2854 1 0 6898 3918 31 69 336 1 2367 572 0 2090 7 42 1116 2 690 17 72 5256 66 2090 10 0 1295 389 159 17 2366 188 44 6 0 286 405 431 6899 10 0 1223 1105 33 369 21 96 4 1053 166 9 776 12 22 1180 4335 45 137 1592 3492 	3
84 33 1 353 84 3919 18 8 147 13 201 28 4 747 3 207 628 197 569 120 2 2464 3 341 6 246 11 20 5702 4 51 266 40 0 4589 120 655 10 628 190 159 17 24 194 708 296 10 1298 248 27 92 193 2051 3626 3367 73 0 3759 2368 182 20 317 4 668 63 4 54 201 236 6231 13 68 1106 7 61 40 6 105 1366 18 234 64 521 3 1054 9 193 10 3 1219 236 923 1 9 0 3760 3920 54 81 485 4590 1 929 92 38 59 18 61 1687 1719 301 3 2758 147 3 93 26 1687 1719 10 16 837 	4
2 167 22 4 134 11 1870 0 10 0 2465 3761 1871 6232 1972 6232 8 13 201 82 6 188 5703 1840 1181 36 268 64 2759 5 3 219 86 0 81 133 551 4 11 0 2137 3246 1 6232 8 44 6 255 260 2 104 721 61 681 620 556 786 29 32 221 32 383 308 5704 6 348 0 2183 25 350 1 25 66 1237 4 656 1533 86 4 945 646 2052 2183 37 12 47 83 14 793 12 150 165 11 0 793 25 3 79 4131 596 9 0 289 27 2 240 57 81 1895 0 294 8 350 389 10 0 381 38 10 38 16 8 44 6 13 2091 1085 	5
1648 2 76 365 1 470 199 6 13 368 4 1010 18 20 38 311 5 148 209 30 35 779 519 1 1036 6 234 9 0 365 4 757 14 38 6 255 877 482 0 1771 880 7 429 126 1 0 1772 19 5 7 169 0 592 224 414 34 0 90 2 22 171 24 0 367 1872 7 26 15 3 79 75 1028 9 13 237 13 460 181 11 0 1224 95 205 91 526 7 0 90 95 205 171 164 346 451 7 169 13 8981 902 24 0 535 1074 598 1 1352 912 64 24 367 349 1609 3247 1 6 348 1074 598 11 7 42 232 15 35 0 68 6900 31 0 213 508 23 177 15 2 22 24 96 119 33 7 68 44 4891 1 206 182 1 11 7 1299 19 0 81 192 6 0 898 288 182 6 2760 1 0 6901 3921 46 7 69 270 304 0 6902 1217 25 0 209 148 30 1 6 348 584 6 234 9 365 4 757 1 1896 	4
2 7 223 9 3 28 191 2 104 47 145 2215 1 61 807 722 11 7 612 202 1567 33 8 61 5257 3922 58 1 2369 739 1225 6 236 291 259 19 3627 2421 2 2761 111 10 9 133 145 2215 15 570 50 320 514 145 2215 159 38 2215 31 0 1093 663 49 52 2 844 0 536 2855 2 110 320 3 1967 8982 19 0 2215 64 8 3 26 189 1132 0 705 6 0 8983 2215 5 231 56 1873 220 4 47 0 514 145 2215 4132 10 1067 4 61 807 722 2 1003 14 3628 1 88 1669 239 390 58 49 13 2215 4 3923 0 90 2215 	4
76 76 76 16 764 370 13 322 3368 8984 2 892 3 186 6 53 29 16 764 1 10 0 2184 194 878 1 878 31 350 42 2591 1 532 4 792 4 2 1568 83 32 17 116 168 4 3244 194 420 1 13 982 31 80 950 375 6 2 22 159 507 878 9 3 408 1460 5705 8 42 213 	5
106 405 1813 1 71 649 2 400 34 8985 5 52 2 446 332 0 541 2762 6 4892 5 8 84 299 4 1286 372 244 1688 51 10 1 1011 219 8986 1632 1 2216 56 314 13 202 2092 14 38 6903 5258 32 597 32 2 2008 0 8987 45 163 353 33 283 2 226 415 5706 5707 12 46 165 57 8988 79 49 4889 4 1300 7806 1518 1068 84 3 400 159 1773 23 157 280 869 439 320 4336 283 831 646 10 646 14 1689 541 6904 6233 2 84 316 223 1 284 4893 163 2 233 1632 126 1 903 56 191 45 59 2 414 47 9 3 1409 9 39 184 	4
16 28 8 35 0 129 8 27 430 995 1844 615 1 26 142 343 5 44 6 13 51 4 260 9 784 0 557 25 350 14 3 2422 595 6 232 930 4 568 49 0 1169 1845 955 1 203 4 475 1045 203 1 13 201 213 982 5259 213 802 0 1182 6 0 97 8 288 1 1212 2092 14 466 6 1774 4591 1 33 8 3 365 757 182 1 817 18 4 613 858 1 358 409 297 10 0 327 45 146 5 4 51 	4
37 12 3924 818 1183 1180 289 129 118 6905 18 226 34 29 0 286 6 62 537 16 8 3 2466 129 185 10 0 387 1 13 319 78 65 124 9 248 6905 18 1141 3 35 99 206 537 1 228 17 479 61 239 3237 4592 141 263 3 288 206 138 1 128 1895 966 129 9 518 983 59 3 3248 70 21 1054 16 28 50 5 18 225 5 	5
5691 2 76 12 59 1 121 116 12 3249 82 12 25 358 3 12 1021 12 22 38 211 9 0 2592 87 9 13 2592 6906 13 2592 168 15 52 2 1226 106 870 19 3 976 857 5250 27 2944 4133 47 558 106 19 0 558 10 0 723 19 216 401 2185 62 1 5708 1170 2668 39 40 1 2 8989 216 5691 4134 727 3033 23 257 23 583 88 2593 3624 13 454 161 116 88 41 321 39 3624 13 454 139 43 1211 1170 3250 605 12 59 13 454 8 1970 14 59 12 1122 154 694 610 43 96 2 29 402 1 2524 2 7 10 61 1814 2138 657 179 39 13 957 9 4337 82 2 181 71 13 249 181 713 12 32 20 312 1 88 251 6907 5260 71 713 12 63 177 177 177 15 2 76 0 4337 1 0 108 1012 10 0 2009 1 1073 182 27 188 1688 1335 3 128 9 11 	2
406 3 758 2010 28 10 1075 11 395 21 98 75 328 404 1117 125 4 657 14 322 412 565 380 1 1367 52 1368 2 100 0 609 18 217 49 48 141 99 1973 3124 1550 10 282 518 2217 217 14 2525 8990 1 653 1336 2 1274 60 22 386 0 2525 1593 604 0 8990 45 2763 14 0 4593 803 5 7 75 3251 19 0 286 1142 15 5 8 0 609 18 217 1 37 11 18 125 88 1767 5 118 11 18 0 122 5 226 34 335 302 1 0 653 1336 25 218 0 58 7 2526 1 108 0 30 135 40 1013 359 1 203 5 60 22 65 77 37 12 104 938 0 339 5 7 41 75 270 2 72 160 139 63 1 98 81 99 485 1 2 491 240 	4
5 18 36 3 533 2594 7807 817 6908 10 3 3925 7808 163 77 726 913 3493 2 1815 4 2856 1743 601 0 431 9 3 556 120 1846 6234 765 2 103 125 4 546 1 2 453 36 2 7 19 61 6235 6 0 8991 56 4 85 3 646 4 646 5261 498 516 8 331 264 263 19 0 297 1287 7 967 625 27 2 476 11 18 38 11 3629 253 1932 1401 15 26 1633 320 272 106 2764 13 5262 407 40 112 157 12 505 19 3 1634 33 25 253 212 1 701 10 0 3369 4594 40 62 5250 1 4 0 1775 1 12 150 34 38 26 253 2527 4 1 49 0 881 3125 	3
16 28 8 27 336 5 8 170 160 23 3 1744 1262 413 5 3630 63 10 0 630 0 30 1 247 25 26 15 170 6 38 2 36 11 2 46 446 13 492 43 4 47 247 1 0 4112 19 0 620 2 481 11 33 31 66 260 11 1933 2938 297 0 307 46 34 3 2528 1 0 697 1 2139 50 6 30 46 34 6909 15 257 12 47 3252 16 8 3 26 28 4 258 	4
4135 4135 190 3126 18 1670 190 4338 2 67 65 3 241 363 6 3126 18 9 248 1 24 789 52 2 619 11 17 31 2218 0 190 185 1 1069 41 158 0 431 604 48 3926 800 419 4338 15 92 44 258 2 74 1608 4338 78 0 276 201 334 11 3126 18 24 832 825 535 1569 824 217 148 1745 819 224 1094 482 1 17 22 3 241 222 537 32 80 58 8 562 1 213 688 121 7 54 392 197 120 688 69 9 124 846 1 1483 1 3927 7809 6910 9 54 180 849 2053 0 4338 474 116 3 855 511 923 16 145 97 5 18 94 3 35 779 519 182 3 241 109 61 218 222 6236 1 1612 1534 309 32 80 37 12 147 137 0 236 419 3126 18 0 185 10 259 4136 3121 8 147 313 15 2 491 240 1171 40 4338 4 722 5 50 41 3 176 1197 4 190 4338 1 1934 9 39 102 4 293 	4
317 4 51 9 1353 128 9 3 489 178 16 53 2 262 0 30 1 58 4 34 3621 4 54 197 155 0 345 1 2 829 0 1070 1263 2315 1115 1 2 154 280 5 8 48 1843 289 5 7 27 26 11 2 72 23 34 1867 184 53 20 69 24 0 795 2945 16 8 785 405 9 3 196 340 15 5 7 855 20 24 0 333 203 367 4 859 5 7 3 4 946 9 433 3 367 1444 1264 1501 2054 14 1198 6237 1 3 367 1198 1055 326 1028 3928 38 26 211 54 265 7 239 49 495 4 859 16 53 2 110 3762 20 72 494 41 283 23 29 141 	4
406 296 49 13 1092 205 45 573 278 782 1 100 0 294 709 1570 5 7 26 	4
20 24 178 43 370 54 6911 1410 5 7 13 102 53 29 1 2 7 160 520 14 0 268 6 48 30 1 390 58 2 24 0 2055 3127 14 598 4894 1143 64 7 169 20 829 0 573 1635 9 523 64 7 198 35 517 0 2529 31 55 148 2 74 903 6 678 13 904 4 0 8992 185 106 3370 153 620 16 416 46 21 161 	4
16 28 8 62 1056 1113 10 0 730 709 17 67 94 26 804 709 1 774 548 9 424 167 0 2765 8 160 1594 15 66 269 8993 2316 	3
131 30 169 1518 18 1 354 1094 172 289 2 22 626 43 78 65 264 603 6 218 102 4 495 17 22 282 3929 2370 8994 12 46 154 0 8994 19 0 109 52 12 446 10 701 25 23 1402 887 0 8995 8 84 2370 27 2766 19 0 53 6 416 12 72 47 232 211 0 4137 8 277 1 489 27 12 46 55 237 0 1156 15 147 47 0 2093 0 276 8 818 14 0 1261 0 127 7 148 1 0 1337 615 6 298 4137 166 5 7 277 32 304 32 731 51 0 549 25 543 1046 1 693 0 647 8 543 429 1 4595 14 839 12 568 19 0 99 2 76 0 8996 6 57 1 0 7810 6 636 406 797 78 84 65 26 98 0 1690 45 144 269 6 1265 1 12 972 344 21 34 421 	5
92 3 221 377 6 193 7811 10 3 2857 234 2 55 55 480 4 34 297 6912 1816 1084 4 337 39 63 10 13 1131 162 28 16 306 8 42 1411 1 46 47 55 770 19 1254 2 275 4 316 3 79 176 6 8997 27 2 529 32 0 1123 7 8998 26 517 33 31 68 3 132 636 166 19 16 3128 500 0 149 1500 1817 8 61 40 1 63 3253 14 227 2767 1 8999 4 439 5 738 36 3 15 119 82 12 728 21 10 3 1095 7812 184 4 57 6913 6914 456 0 80 3254 2858 8 575 7813 27 12 46 721 66 53 1691 0 541 1874 627 6238 19 191 12 25 4596 9 255 11 137 4 146 48 53 1 1818 3 79 33 25 196 2140 616 0 3253 11 4138 1313 3631 32 80 32 133 719 1671 14 7814 4 426 12 0 2530 6 0 3371 12 46 154 10 0 1589 47 50 51 297 12 72 76 5 32 96 32 2 85 	5
20 41 238 16 40 16 786 1869 141 29 856 2141 184 403 5 18 3 1275 58 996 372 191 12 450 73 0 4597 257 12 67 931 62 3763 0 1810 1144 0 1056 1168 1 367 15 69 391 945 1810 36 1687 1571 1 333 1551 31 69 683 17 479 3 237 6 144 6 0 1065 1 12 46 864 1552 1288 6 7815 10 62 3494 17 69 479 3 572 6 1056 996 372 714 9 62 3763 2 24 3 1057 6 0 1687 1571 1 1847 7815 14 3 341 6 714 0 996 691 7 1897 1038 1 80 1692 20 150 1301 34 3034 73 43 10 0 1295 	5
27 2 110 61 2946 3372 43 29 16 674 9 3 132 2011 20 76 48 10 282 130 656 1302 17 22 3 26 252 6 357 2012 2467 1 1157 978 1 37 2 74 1649 1502 48 200 46 21 34 939 69 48 2315 8 55 26 1 424 1 48 1613 149 9000 25 93 967 26 244 27 43 8 191 0 2423 443 10 0 204 2423 13 345 1 2 303 4 51 2468 9 243 2 167 284 105 666 6915 211 36 1004 1133 381 70 21 47 96 86 250 10 3 656 979 80 0 197 53 20 116 16 2 262 13 250 654 161 9 5 4 34 0 1297 763 1 5263 2 24 1029 250 15 2 24 748 6 5 11 31 763 1 5263 71 9001 1974 2 274 5 7 3 5709 6 0 1030 15 2 6239 6916 5 1 9002 6917 11 1354 7 763 1 5263 2 929 2142 296 13 289 1 114 22 2 159 100 250 49 48 459 192 11 193 181 2 67 69 1239 66 9003 10 1649 1118 43 23 4 1005 36 3 3129 15 12 2263 2 74 23 1649 13 184 596 6 294 43 2 74 290 14 48 2467 1 48 1613 1 1302 1 358 15 37 5 443 4 250 2 74 40 0 403 2 96 914 2859 18 1134 674 0 417 1134 674 	2
20 2264 849 16 79 28 10 3 3632 801 538 73 4139 15 5 570 50 193 3 42 162 4139 360 5 8 818 11 0 440 72 23 34 0 6240 6 1572 4598 2219 597 15 16 8 3 242 71 3035 271 6 28 33 8 69 71 501 10 407 43 37 12 25 3130 9 53 82 5 8 23 359 30 73 144 3930 6 0 5710 170 2531 0 30 8 26 55 26 0 1399 400 22 1242 159 81 2094 1027 82 33 7 71 19 0 99 168 8 10 1535 2 24 0 2532 340 1 13 2533 24 0 997 4599 1 278 194 756 135 14 3 354 4140 330 11 2 22 24 29 174 173 15 16 44 7 27 96 119 0 2532 340 135 14 2532 6 348 3 5264 138 856 11 396 820 1 57 6 0 948 2 67 171 24 5 7 3 241 595 6 30 15 5 7 27 26 11 2 7 4339 4 105 61 458 192 6 948 4 51 14 0 1536 0 997 7 1044 42 209 69 2 74 23 96 6 3 997 363 27 2 115 21 98 5 0 4141 278 7 42 209 175 42 2013 14 174 232 512 15 1253 6 83 31 2095 29 487 983 9 0 2532 1 635 983 9 0 997 340 0 200 25 66 86 585 389 52 12 1243 11 273 826 46 905 412 50 193 133 756 2 1172 11 2 110 4895 4 899 3495 30 1 1875 1227 3 2532 11 2 3255 15 16 7 160 44 6 0 119 6241 6 0 1317 10 0 2096 190 182 2 72 160 34 63 1 283 184 53 2 150 98 0 95 	4
